STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
SOUTH CAROLINA,1942,House,1,L. Mendel Rivers,Democrat,16626
SOUTH CAROLINA,1942,House,1,Mrs. J. D. Messervy,Republican,278
SOUTH CAROLINA,1942,House,2,Hampton P. Fulmer,Democrat,14260
SOUTH CAROLINA,1942,House,2,M. B. Cross,Republican,206
SOUTH CAROLINA,1942,House,3,Butler B. Hare,Democrat,15978
SOUTH CAROLINA,1942,House,3,A. F. Ernest,Republican,1078
SOUTH CAROLINA,1942,House,4,Joseph R. Bryson,Democrat,23825
SOUTH CAROLINA,1942,House,4,James D. McCollough,Republican,657
SOUTH CAROLINA,1942,House,5,James P. Richards,Democrat,14574
SOUTH CAROLINA,1942,House,5,S. F. Pendleton,Republican,120
SOUTH CAROLINA,1942,House,5,J. Bates Gerald,,4
SOUTH CAROLINA,1942,House,6,John L. McMillan,Democrat,12074
SOUTH CAROLINA,1942,House,6,C. B. Ruffin,Republican,123
SOUTH DAKOTA,1942,Presidential Electors,,,Republican,177065
SOUTH DAKOTA,1942,Presidential Electors,,,Democratic,131362
SOUTH DAKOTA,1942,House,1,Karl Mundt,Republican,135406
SOUTH DAKOTA,1942,House,1,Oscar Fosheim,Democrat,51967
SOUTH DAKOTA,1942,House,2,Francis Case,Republican,94751
SOUTH DAKOTA,1942,House,2,Arthur W. Watwood,Democrat,24217
TENNESSEE,1942,Presidential Electors,,,Democratic,351601
TENNESSEE,1942,Presidential Electors,,,Republican,169153
TENNESSEE,1942,Presidential Electors,,,Prohibition,1606
TENNESSEE,1942,Presidential Electors,,,Socialist,463
TENNESSEE,1942,Senate,,,Kenneth McKellar,Democrat,295440
TENNESSEE,1942,Senate,,,Howard Baker,Republican,121790
TENNESSEE,1942,Senate,,,John R. Neal,Independent,35
TENNESSEE,1942,House,1,B. Carroll Reece,Republican,39577
TENNESSEE,1942,House,1,Robert E. Walker,Democrat,18051
TENNESSEE,1942,House,2,John Jennings, Jr.,Republican,41274
TENNESSEE,1942,House,2,Clay James,Democrat,31663
TENNESSEE,1942,House,3, Estes Kefauver,Democrat,35632
TENNESSEE,1942,House,3,Jerome Taylor,Republican,16099
TENNESSEE,1942,House,4,Albert Gore,Democrat,35278
TENNESSEE,1942,House,4,H. E. McLean,Republican,4777
TENNESSEE,1942,House,4,J. Percy Priest,Independent,2555
TENNESSEE,1942,House,5,Joseph W. Byrns, Jr.,Democrat,20033
TENNESSEE,1942,House,5,Julian H. Campbell,Republican,9439
TENNESSEE,1942,House,6,Wirt Courtney,Democrat,24536
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
New Hampshire,1930,Presidential Electors,,,Democratic,125292
New Hampshire,1930,Presidential Electors,,,Republican,110127
New Hampshire,1930,House,1,Arthur B. Jenks,Republican,57982
New Hampshire,1930,House,1,Alphonse Roy,Democrat,55434
New Hampshire,1930,House,2,Foster Stearns,Republican,55530
New Hampshire,1930,House,2,Daniel J. Moriarty,Democrat,49250
New Jersey,1930,Presidential Electors,,,Democratic,1016808
New Jersey,1930,Presidential Electors,,,Republican,945475
New Jersey,1930,Presidential Electors,,,Communist,5508
New Jersey,1930,Presidential Electors,,,Socialist,2433
New Jersey,1930,Presidential Electors,,,Prohibition,873
New Jersey,1930,Presidential Electors,,,Socialist-Labor,455
New Jersey,1930,Senate,,,W. Warren Barbour,Republican,1029331
New Jersey,1930,Senate,,,James H. R. Cromwell,Democrat,923393
New Jersey,1930,Senate,,,McAllister Coleman,Socialist,8836
New Jersey,1930,Senate,,,James A. Tumulty Jr.,Constitutional Independent,2784
New Jersey,1930,Senate,,,Mary Ellen Donner,Communist,1519
New Jersey,1930,Senate,,,Edson R. Leach,Prohibition,645
New Jersey,1930,Senate,,,Harry Santhouse,Socialist-Labor,444
New Jersey,1930,Senate,,,George Breitman,Socialist Workers,303
New Jersey,1930,House,1,Charles A. Wolverton,Republican,97947
New Jersey,1930,House,1,Harry Roye,Democrat,77931
New Jersey,1930,House,1,Andrew S. Hall,Socialist,257
New Jersey,1930,House,1,Esther H. Fifreth,Prohibition,110
New Jersey,1930,House,1,John H. Norman,Communist,67
New Jersey,1930,House,1,Elmer H. Wene,Democrat,60392
New Jersey,1930,House,2,Walter Sooy Jeffries,Republican,55332
New Jersey,1930,House,2,Joseph B. Sharp,Prohibition,35
New Jersey,1930,House,2,William M. Sutphin,Democrat,76048
New Jersey,1930,House,3,Joseph C. Irwin,Republican,70089
New Jersey,1930,House,3,Horace T. Brown,Prohibition,29
New Jersey,1930,House,3,D. Lane Powers,Republican,59834
New Jersey,1930,House,3,Thomas S. Bigman,Democrat,34905
New Jersey,1930,House,4,William C. Kaufman,Socialist,66
New Jersey,1930,House,4,Gus Napoleon,Independent Progressive,32
New Jersey,1930,House,4,Wilbur Jones,Prohibition,29
New Jersey,1930,House,4,Charles A. Eaton,Republican,82840
New Jersey,1930,House,5,Charles R. M. Tuttle,Democrat,65200
New Jersey,1930,House,5,Emily R. G. Klein,Prohibition,42
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
OKLAHOMA,1932,House,5,Mike Monroney,Democrat,93457
OKLAHOMA,1932,House,5,U. S. Stone,Republican,34942
OKLAHOMA,1932,House,5,Lizzie Yarvi,Prohibition,5216
OKLAHOMA,1932,House,5,John Francis,Independent,1586
OKLAHOMA,1932,House,6,Jed Johnson,Democrat,52233
OKLAHOMA,1932,House,6,Walter Hubbell,Republican,22333
OKLAHOMA,1932,House,7,Sam Massingale,Democrat,29846
OKLAHOMA,1932,House,7,Plase Montgomery,Republican,10246
OKLAHOMA,1932,House,7,T. H. McLemore,Independent,8640
OKLAHOMA,1932,House,8,Ross Rizley,Republican,48737
OKLAHOMA,1932,House,8,Phil Ferguson,Democrat,41417
OKLAHOMA,1932,House,8,Ralph E. Butterfield,Prohibition,391
OKLAHOMA,1932,House,,Will Rogers,Democrat,479433
OKLAHOMA,1932,House,,John W. Harreld,Republican,245384
OKLAHOMA,1932,House,,E. W. Fickinger,Prohibition,3267
OKLAHOMA,1932,House,,Robert Wood,Independent,1639
OREGON,1932,Presidential,,,,Democratic,258415
OREGON,1932,Presidential,,,,Republican,219515
OREGON,1932,Presidential,,,,Socialist Labor,2487
OREGON,1932,Presidential,,,,Socialist,398
OREGON,1932,Presidential,,,,Communist,191
OREGON,1932,Presidential,,,,Prohibition,184
OREGON,1932,Presidential,,,,Scattering,40
OREGON,1932,House,1,James W. Mott,Republican,145675
OREGON,1932,House,1,Charles A. Robertson,Democrat,63940
OREGON,1932,House,1,Upton A. Upton,Socialist Labor,524
OREGON,1932,House,1,Scattering,,3
OREGON,1932,House,2,Walter M. Pierce,Democrat,44832
OREGON,1932,House,2,Rex Ellis,Republican,39929
OREGON,1932,House,2,Pauline Sears,Socialist Labor,3244
OREGON,1932,House,2,Homer D. Angell,Republican,84375
OREGON,1932,House,3,Nan Wood Honeyman,Democrat,80930
OREGON,1932,House,3,H. H. Stallard,Independent,2642
OREGON,1932,House,3,Lester F. Harnden,Socialist Labor,1207
PENNSYLVANIA,1932,Presidential,,,,Democratic,2171035
PENNSYLVANIA,1932,Presidential,,,,Republican,1889848
PENNSYLVANIA,1932,Presidential,,,,Socialist,10967
PENNSYLVANIA,1932,Presidential,,,,Communist,4519
PENNSYLVANIA,1932,Presidential,,,,Independent Government,1518
PENNSYLVANIA,1932,Presidential,,,,Scattering,827
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
UTAH,1940,Presidential Electors,,,Democratic,154277
UTAH,1940,Presidential Electors,,,Republican,131151
UTAH,1940,Presidential Electors,,,Socialist,198
UTAH,1940,Presidential Electors,,,Communist,191
UTAH,1940,Senate,,,Abe Murdock,Democrat,155499
UTAH,1940,Senate,,,Philo T. Farnsworth Jr.,Republican,91931
UTAH,1940,House,1,Walter K. Granger,Democrat,62654
UTAH,1940,House,1,LeRoy B. Young,Republican,47021
UTAH,1940,House,2,J. W. Robinson,Democrat,86874
UTAH,1940,House,2,A. Sherman Christenson,Republican,50332
VERMONT,1940,Presidential Electors,,,Republican,78371
VERMONT,1940,Presidential Electors,,,Democratic,64269
VERMONT,1940,Presidential Electors,,,Communist,411
VERMONT,1940,Presidential Electors,,,Scattering,11
VERMONT,1940,Senate,,,George D. Aiken,Republican,87150
VERMONT,1940,Senate,,,Herbert B. Comings,Democrat,54263
VERMONT,1940,Senate,,,Scattering,,78
VERMONT,1940,Senate,,,Warren R. Austin,Republican,98323
VERMONT,1940,Senate,,,Ona S. Searles,Democrat,47101
VERMONT,1940,Senate,,,Scattering,,4
VERMONT,1940,House,,Charles A. Plumley,Republican,89637
VERMONT,1940,House,,Michael J. Rock,Democrat,50804
VERMONT,1940,House,,Scattering,,36
VIRGINIA,1940,Presidential Electors,,,Democratic,235961
VIRGINIA,1940,Presidential Electors,,,Republican,109363
VIRGINIA,1940,Presidential Electors,,,Prohibition,882
VIRGINIA,1940,Presidential Electors,,,Socialist,292
VIRGINIA,1940,Presidential Electors,,,Communist,71
VIRGINIA,1940,Presidential Electors,,,Socialist-Labor,48
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
Virginia,1944,Senate,,Harry F. Byrd,Democrat,274260
Virginia,1944,Senate,,Hilliard Bernstein,,11159
Virginia,1944,Senate,,Alice Burke,,8250
Virginia,1944,Senate,,Scattering,,212
Virginia,1944,House,1,Schuyler Otis Bland,Democrat,22493
Virginia,1944,House,1,Scattering,,20
Virginia,1944,House,2,Colgate W. Darden,Democrat,29528
Virginia,1944,House,2,Scattering,,12
Virginia,1944,House,3,Dave E. Satterfield Jr.,Democrat,34855
Virginia,1944,House,3,Winston Dawson,,1126
Virginia,1944,House,3,Scattering,,16
Virginia,1944,House,4,Patrick Henry Drewry,Democrat,19043
Virginia,1944,House,4,Cyrus Hotchkiss,Socialist,758
Virginia,1944,House,4,Scattering,,1
Virginia,1944,House,5,Thomas G. Burch,Democrat,25631
Virginia,1944,House,5,Scattering,,10
Virginia,1944,House,6,Clifton A. Woodrum,Democrat,30046
Virginia,1944,House,6,Fred W. McWane,Republican,13846
Virginia,1944,House,6,Lawrence S. Wilkes,Socialist,1810
Virginia,1944,House,6,Scattering,,5
Virginia,1944,House,7,A. Willis Robertson,Democrat,26233
Virginia,1944,House,7,Jacob A. Garber,Republican,13064
Virginia,1944,House,7,Lester Ruther,Communist,935
Virginia,1944,House,8,Howard W. Smith,Democrat,33031
Virginia,1944,House,8,Henry B. Goodloe,Republican,8794
Virginia,1944,House,8,Scattering,,4
Virginia,1944,House,9,John W. Flannagan Jr.,Democrat,32412
Virginia,1944,House,9,Fred C. Parks,Republican,24109
Virginia,1944,House,9,Scattering,,7
Washington,1944,Presidential Electors,,,Democratic,462145
Washington,1944,Presidential Electors,,,Republican,322123
Washington,1944,Presidential Electors,,,Socialist,4586
Washington,1944,Presidential Electors,,,Communist,2626
Washington,1944,Presidential Electors,,,Prohibition,1686
Washington,1944,Presidential Electors,,,Socialist-Labor,667
Washington,1944,Senate,,Mon C. Wallgren,Democrat,404718
Washington,1944,Senate,,Stephen F. Chadwick,Republican,342589
Washington,1944,House,1,Warren G. Magnuson,Democrat,113988
Washington,1944,House,1,Fred J. Wetrick,Republican,71110
Washington,1944,House,2,Henry M. Jackson,Democrat,66314
Washington,1944,House,2,Payson Peterson,Republican,40209
Washington,1944,House,2,Martin F. Smith,Democrat,69599
Washington,1944,House,3,Russell V. Mack,Republican,48700
Washington,1944,House,3,Henry P. Huff,Communist,230
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
PENNSYLVANIA,1938,Senate,,Joseph F. Guffey,Democrat,2069980
PENNSYLVANIA,1938,Senate,,Jay Cooke,Republican,1893104
PENNSYLVANIA,1938,Senate,,David H. H. Felix,Socialist,15143
PENNSYLVANIA,1938,Senate,,H. B. Mansel,Prohibition,11113
PENNSYLVANIA,1938,Senate,,Carl Reeve,Communist,761
PENNSYLVANIA,1938,Senate,,Frank Knotek,Independent Government,2503
PENNSYLVANIA,1938,Senate,,Scattering,,110
PENNSYLVANIA,1938,House,1,Leon Sacks,Democrat,64599
PENNSYLVANIA,1938,House,1,Emanuel W. Beloff,Republican,39770
PENNSYLVANIA,1938,House,1,Frank Moser,Communist,194
PENNSYLVANIA,1938,House,1,George Silver,Socialist,194
PENNSYLVANIA,1938,House,2,James P. McGranery,Democrat,62844
PENNSYLVANIA,1938,House,2,Augustus Trask Ashton,Republican,39459
PENNSYLVANIA,1938,House,2,Ella Bloor Oumlott,Communist,402
PENNSYLVANIA,1938,House,2,Hyman Siegel,Socialist,157
PENNSYLVANIA,1938,House,2,E. A. Jackson,No Wage Tax,106
PENNSYLVANIA,1938,House,2,T. McCabe Johnson,Prohibition,74
PENNSYLVANIA,1938,House,3,Michael J. Bradley,Democrat,27736
PENNSYLVANIA,1938,House,3,Frank J. Kowalcki,Republican,34407
PENNSYLVANIA,1938,House,3,Joseph Backer,Socialist,241
PENNSYLVANIA,1938,House,3,Thomas Nabried,Communist,202
PENNSYLVANIA,1938,House,3,John Edward Sierlani,Democrat,42558
PENNSYLVANIA,1938,House,4,Benjamin M. Golder,Republican,42578
PENNSYLVANIA,1938,House,4,Norris G. Wood,Communist,396
PENNSYLVANIA,1938,House,4,William L. Martin,Socialist,347
PENNSYLVANIA,1938,House,4,Harry L. Neal,State Rights,270
PENNSYLVANIA,1938,House,4,John Cunningham,The American Way,65
PENNSYLVANIA,1938,House,4,Scattering,,3
PENNSYLVANIA,1938,House,5,Francis R. Smith,Democrat,76724
PENNSYLVANIA,1938,House,5,Fred C. Gartner,Republican,60199
PENNSYLVANIA,1938,House,5,Bernard Casey,Socialist,383
PENNSYLVANIA,1938,House,5,Harry W. Saul,Communist,202
PENNSYLVANIA,1938,House,5,Oscar W. Wall,Prohibition,17
PENNSYLVANIA,1938,House,5,Scattering,,1
PENNSYLVANIA,1938,House,6,Francis J. Myers,Democrat,82550
PENNSYLVANIA,1938,House,6,Frank R. Truscott,Republican,51313
PENNSYLVANIA,1938,House,6,Harold B. Hatfield,No Wage Tax,718
PENNSYLVANIA,1938,House,6,Joseph Daughter,Communist,315
PENNSYLVANIA,1938,House,6,Edward Gallo,Socialist,19
PENNSYLVANIA,1938,House,6,Scattering,,1
PENNSYLVANIA,1938,House,7,Hugh D. Scott, Jr.,Republican,79416
PENNSYLVANIA,1938,House,7,Gilbert Cassidy,Democrat,76054
PENNSYLVANIA,1938,House,7,William O'Reilly,Socialist,411
PENNSYLVANIA,1938,House,7,Scattering,,5
PENNSYLVANIA,1938,House,8,James Wolfenden,Republican,79601
PENNSYLVANIA,1938,House,8,E. Adelle Scott Saul,Democrat,58889
PENNSYLVANIA,1938,House,8,Charles Palmer,Prohibition,229
PENNSYLVANIA,1938,House,8,Charles L. Gerlach,Republican,55919
PENNSYLVANIA,1938,House,9,Henry W. Scherher,Democrat,50632
PENNSYLVANIA,1938,House,9,Byron Mayberry,Prohibition,173
PENNSYLVANIA,1938,House,9,Scattering,,6
